Identifiant unique,date,like facebook,carte fidelite,age,enfants,achat,Sexe,Deja achete,Satisfaction,Revenus mensuels,Point de vente,_Point de vente
1e00047b-5288-4897-b3bf-8100a8a944cc,04/02/2015,Non,Non,41,1,Aucun,Femme,B,,1968,Lille,50.6338388 3.0616978
c14a2536-42c6-4c5e-8de4-5fc4ef1c05c3,25/02/2015,Non,Non,23,0,Aucun,Homme,Aucun,,1332,Lyon,45.7642761 4.8275658
70c08545-98e4-4e9c-879f-3a358c0309c9,05/02/2015,Non,Non,27,1,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
28f62a74-20fb-4843-9f58-fdbc502929bb,07/02/2015,Non,Non,24,1,Aucun,Homme,Aucun,,952,Montpellier,43.6103604 3.8764686
3f728812-559a-4571-8754-bc582e946ec6,28/01/2015,Non,Non,57,1,Aucun,Homme,A,,3033,Lyon,45.7642761 4.8275658
263fc731-93de-4651-818e-223d2c508670,26/01/2015,Non,Non,31,0,A,Femme,B,Satisfait,4909,Nice,43.6999233 7.2820611
6bbe94ee-992f-4075-a271-37935470a9ef,19/01/2015,Non,Non,61,1,Aucun,Homme,Aucun,,909,Caen,49.1872438 -0.3670671
62c84090-0e05-4d8e-8690-48f73ad381fc,02/01/2015,Non,Non,44,2,B,Femme,B,Peu satisfait,5336,Paris,48.8711538 2.3030992
af81a77c-1b31-4abb-901c-44041912505e,22/01/2015,Non,Non,36,3,Aucun,Homme,Aucun,,,Marseilles,43.2928084 5.373598
84828818-8be2-43df-baa9-49329e3d5800,04/02/2015,Non,Non,37,1,Aucun,Homme,Aucun,,5331,Lille,50.6338388 3.0616978
829c5b94-9b29-4b5f-a07a-f72a98659f90,19/01/2015,Non,Oui,46,2,B,Femme,B,Tres satisfait,5728,Marseilles,43.2928084 5.373598
527a70da-0c51-46c5-a634-8773e8bd6052,19/01/2015,Non,Non,49,2,B,Homme,B,Satisfait,2920,Caen,49.1872438 -0.3670671
293b4fd8-ad09-4f58-9c51-1b8c236a1708,05/02/2015,Non,Non,48,4,B,Homme,B,Peu satisfait,3460,Lyon,45.7642761 4.8275658
5d6e9d47-3d7b-4caf-82d8-00941d6bb009,18/02/2015,Non,Non,26,1,Aucun,Homme,Aucun,,1794,Lille,50.6338388 3.0616978
4dc20f76-3e7b-4e7f-9d41-09c1536e2220,11/01/2015,Non,Non,57,2,Aucun,Homme,A,,,Brest,48.3921232 -4.482863
5e4dd1d5-2b04-4fdd-b442-0c75a38a2055,30/01/2015,Non,Non,26,1,B,Homme,Aucun,Satisfait,2489,Paris,48.8711538 2.3030992
2e70e84c-d45d-4879-af0d-4e4b0195cab2,18/01/2015,Non,Non,68,0,Aucun,Homme,Aucun,,1424,Bordeaux,44.8538741 -0.5677843
cc2a1bed-3dc8-4f4d-8ef8-cba2bfe0d7d0,26/02/2015,Non,Non,42,2,B,Homme,Aucun,Tres satisfait,2372,Lille,50.6338388 3.0616978
26cd6c87-dd95-4217-8052-f3c28d304ca1,25/02/2015,Non,Oui,22,0,B,Homme,Aucun,Tres satisfait,6000,Lille,50.6338388 3.0616978
8498f9c5-eda3-4a9c-9186-3344f31c3e54,18/02/2015,Non,Non,30,0,Aucun,Homme,A,,2920,Nantes,47.2237972 -1.6324407
bc69ad08-c67c-43e5-bb0f-46bb9d443f73,05/02/2015,Non,Oui,35,1,B,Femme,Aucun,Insatisfait,1682,Paris,48.8711538 2.3030992
452051f9-aea3-4f2e-9093-42aff7b37f45,30/01/2015,Non,Non,28,1,Aucun,Femme,A,,,Lille,50.6338388 3.0616978
4bbe62b2-39d8-4410-864b-035c7f8152bf,03/01/2015,Oui,Oui,49,1,Aucun,Femme,Aucun,,1586,Lyon,45.7642761 4.8275658
0f9a48dd-7bc6-4bd8-b993-bad94b2c6ce5,09/01/2015,Oui,Non,40,2,Aucun,Femme,A,,1885,Brest,48.3921232 -4.482863
7d86c490-c5c3-4c0b-91e1-b29256a88d30,12/02/2015,Non,Non,30,2,B,Homme,B,Satisfait,1800,Caen,49.1872438 -0.3670671
ed0edae9-2627-48aa-84a1-2e7879df079f,10/01/2015,Non,Non,62,2,Aucun,Homme,Aucun,,4757,Bordeaux,44.8538741 -0.5677843
16afc5f4-eacc-4128-8ce5-696e488bf244,08/01/2015,Non,Non,55,1,Aucun,Homme,Aucun,,2098,Caen,49.1872438 -0.3670671
e2a0d3e3-df54-4b48-b7e1-c615b1916516,28/01/2015,Non,Oui,62,1,B,Homme,B,Satisfait,5362,Lyon,45.7642761 4.8275658
2aed5beb-2967-4315-804c-b663ac58ea09,01/02/2015,Oui,Non,54,2,Aucun,Homme,Aucun,,1819,Lille,50.6338388 3.0616978
a86e2af9-3e02-403a-b4a6-7d5322eb444c,05/02/2015,Oui,Non,48,1,Aucun,Femme,Aucun,,1020,Caen,49.1872438 -0.3670671
4881d596-9783-423e-97ef-b4a754789ca6,08/02/2015,Non,Non,36,0,Aucun,Homme,A,,,Nantes,47.2237972 -1.6324407
affe2d34-f1ac-4d02-b242-9a8e15de9c67,19/01/2015,Non,Oui,53,2,Aucun,Homme,A,,1098,Paris,48.8711538 2.3030992
9fa26c67-dc87-45f7-996f-fea50fc2c7bb,25/02/2015,Non,Non,20,0,Aucun,Homme,A,,2473,Lille,50.6338388 3.0616978
501139ae-fa4e-439b-9d97-d526cf11e688,13/01/2015,Non,Non,37,1,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
e28d6eb8-4286-45b7-801f-c86f4dc57e50,14/01/2015,Non,Non,45,3,B,Femme,B,Tres satisfait,4652,Caen,49.1872438 -0.3670671
5a15729d-c1db-4562-8c6c-73c1a677ac80,10/01/2015,Non,Non,42,2,Aucun,Femme,A,,,Bordeaux,44.8538741 -0.5677843
8d92ea0c-1b70-41b9-8740-c59f640a0807,06/02/2015,Non,Non,33,1,Aucun,Homme,A,,2908,Lyon,45.7642761 4.8275658
09b0e382-5b51-450d-be5d-96a1e0a91a57,13/02/2015,Non,Non,44,1,Aucun,Homme,Aucun,,684,Paris,48.8711538 2.3030992
d9039cf5-8a66-4012-b7f0-34930961448e,25/02/2015,Non,Non,39,2,Aucun,Homme,Aucun,,1774,Bordeaux,44.8538741 -0.5677843
68b06ee4-5d4e-47d6-849d-334f2cf04e1b,10/01/2015,Non,Oui,39,2,Aucun,Homme,Aucun,,,Lyon,45.7642761 4.8275658
3d0980a0-231c-4de8-830c-7d44b6515974,02/02/2015,Non,Non,31,0,Aucun,Homme,A,,,Paris,48.8711538 2.3030992
ff68388a-28d6-4f79-aee5-ebb18e23d457,15/02/2015,Non,Non,62,0,Aucun,Femme,Aucun,,1500,Brest,48.3921232 -4.482863
299d73e9-7815-4dfd-832c-9f44cb414e7b,17/02/2015,Non,Non,54,2,Aucun,Homme,A,,607,Nantes,47.2237972 -1.6324407
2e12630c-1e16-4c42-98b4-e3dbc428d04a,08/02/2015,Oui,Oui,51,2,Aucun,Homme,Aucun,,1044,Brest,48.3921232 -4.482863
6c031dbb-d2e7-44c0-aa54-ea9d3c987555,17/01/2015,Non,Non,49,0,A,Femme,A,Tres satisfait,4114,Brest,48.3921232 -4.482863
df93718f-e534-474b-89eb-1cf8c815c7da,16/01/2015,Non,Non,45,2,B,Femme,B,Tres satisfait,2433,Lille,50.6338388 3.0616978
7dce33c9-f343-4a90-b4f9-d1d734ea2181,13/02/2015,Oui,Non,19,0,Aucun,Homme,Aucun,,,Caen,49.1872438 -0.3670671
87df0e0d-82bb-492a-ae9f-28eb2847e3d0,09/02/2015,Non,Non,19,0,Aucun,Femme,Aucun,,603,Nantes,47.2237972 -1.6324407
daae7e17-caef-49c9-b071-251947df4181,27/02/2015,Non,Non,52,4,Aucun,Homme,A,,,Lille,50.6338388 3.0616978
87d4323b-e5b6-4e37-93da-ce83f49c6d23,09/02/2015,Non,Non,38,2,B,Femme,Aucun,Satisfait,4324,Nice,43.6999233 7.2820611
7725228b-f324-442f-9338-7ee5d0c5520c,13/02/2015,Non,Non,52,1,B,Homme,B,Peu satisfait,5121,Nice,43.6999233 7.2820611
e0fcaa15-ed57-42c3-ac62-43ea0390afa8,12/01/2015,Oui,Non,45,0,B,Homme,Aucun,Peu satisfait,3423,Strasbourg,48.5817339 7.7491749
701ae879-f882-4121-a04e-d9b3ca214b09,26/01/2015,Oui,Non,52,2,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
55a35f66-ab90-4cca-9850-251fae419d12,15/01/2015,Non,Non,58,3,Aucun,Femme,A,,1323,Brest,48.3921232 -4.482863
c2e4381d-7551-4860-8571-c55c7c8f7af9,16/01/2015,Non,Non,42,1,Aucun,Femme,Aucun,,,Toulouse,43.6031363 1.4428025
0ae29ce3-799e-45f8-81b4-0dcbc07507f7,06/02/2015,Non,Non,37,1,B,Femme,Aucun,Peu satisfait,3544,Bordeaux,44.8538741 -0.5677843
0ac544ae-e0dd-47e8-92be-7b922ad4f05a,19/02/2015,Non,Non,58,0,Aucun,Homme,Aucun,,,Toulouse,43.6031363 1.4428025
569f640a-fd2b-4ad3-9478-0f76b5124ac8,02/02/2015,Non,Non,57,2,Aucun,Homme,Aucun,,655,Nice,43.6999233 7.2820611
286db5a8-f53b-4fa2-bf44-caa7f3d1d1e3,03/02/2015,Oui,Non,21,0,Aucun,Femme,A,,1207,Bordeaux,44.8538741 -0.5677843
e8ba7068-1f6e-4003-be36-16dcfc03e91c,09/02/2015,Oui,Non,58,2,Aucun,Homme,Aucun,,1822,Lille,50.6338388 3.0616978
a2709ddb-341c-465d-8dbf-9fab18ed6154,19/02/2015,Non,Non,33,0,Aucun,Femme,A,,,Nice,43.6999233 7.2820611
67a34d63-eacd-4e93-a760-be3a84427eda,24/01/2015,Non,Oui,28,3,Aucun,Homme,Aucun,,1728,Lille,50.6338388 3.0616978
03020b40-678f-4aec-bf54-2b5a8d81c357,20/01/2015,Non,Non,23,0,Aucun,Homme,A,,1863,Nice,43.6999233 7.2820611
f39d1f21-9bb5-4a6b-a542-a7dbbb0cf752,06/02/2015,Non,Non,41,2,Aucun,Homme,Aucun,,2198,Paris,48.8711538 2.3030992
6b5c70d4-58b3-4ea1-8cca-27d7c7b78ded,25/01/2015,Non,Oui,53,2,Aucun,Homme,Aucun,,2570,Toulouse,43.6031363 1.4428025
cc8811dc-3ac7-42e4-b083-bffc88e48b2c,25/02/2015,Non,Non,43,2,Aucun,Homme,A,,2940,Paris,48.8711538 2.3030992
b40fbb32-4931-4006-a4e7-70c4c82a6bcb,09/02/2015,Non,Non,59,1,B,Homme,Aucun,Peu satisfait,1973,Lille,50.6338388 3.0616978
00bf8d5e-829c-4c8a-b13b-7c2103fe936e,07/01/2015,Non,Non,22,0,B,Homme,B,Peu satisfait,2360,Bordeaux,44.8538741 -0.5677843
f651e28d-eb06-488b-a6f1-24583941f984,12/01/2015,Non,Oui,64,3,Aucun,Femme,Aucun,,1380,Nice,43.6999233 7.2820611
4482c029-7ff8-4e67-ae57-39f4e77c85ce,12/01/2015,Non,Non,53,2,B,Femme,B,Tres satisfait,1554,Marseilles,43.2928084 5.373598
432fc1e5-2d42-468d-be46-27fbbbb60437,25/02/2015,Non,Oui,41,2,A,Femme,A,Insatisfait,5447,Montpellier,43.6103604 3.8764686
17ea2eb4-d8ca-4c69-ba2e-081b8dca20f6,24/01/2015,Non,Non,42,2,B,Femme,B,Satisfait,4151,Caen,49.1872438 -0.3670671
fc3c2633-04d8-4c88-9756-9c1d680bda51,07/02/2015,Non,Non,23,0,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
aea8da46-471e-426a-bd2e-09f50a0b3d86,26/01/2015,Non,Non,54,2,B,Homme,Aucun,Satisfait,2813,Lille,50.6338388 3.0616978
3c79a740-3ca0-4ad7-8f8d-7b2368605fd4,17/02/2015,Non,Non,29,2,Aucun,Homme,A,,,Bordeaux,44.8538741 -0.5677843
03e2e8b9-2595-41e9-9521-1a0bd80f21a2,04/02/2015,Non,Non,50,1,B,Homme,Aucun,Satisfait,2167,Paris,48.8711538 2.3030992
b9975698-e34a-4380-a63f-464096d2eba1,04/01/2015,Non,Non,37,1,Aucun,Homme,A,,2342,Montpellier,43.6103604 3.8764686
59a637f4-e6c4-46a8-aa6a-2d19270e510b,24/01/2015,Oui,Oui,40,2,Aucun,Homme,A,,3252,Bordeaux,44.8538741 -0.5677843
eb43891e-0fab-426a-80af-e0077d54620f,20/02/2015,Non,Non,53,1,B,Femme,B,Satisfait,3220,Lille,50.6338388 3.0616978
849d2e24-a23d-47af-b737-63980a642126,05/01/2015,Oui,Non,59,2,B,Femme,Aucun,Satisfait,2290,Nantes,47.2237972 -1.6324407
9efb4026-0fa7-4910-8433-1b93c9d9baba,28/01/2015,Non,Oui,50,4,B,Homme,B,Insatisfait,2640,Paris,48.8711538 2.3030992
a9e1b297-63ce-4bae-b89c-8bfa1ae06ff3,08/02/2015,Non,Oui,69,0,Aucun,Homme,Aucun,,951,Nice,43.6999233 7.2820611
468aa072-49d1-44d6-8807-9aa7c0c7e696,29/01/2015,Non,Non,29,1,Aucun,Femme,A,,,Caen,49.1872438 -0.3670671
8af03aab-a498-4e74-b8cf-dd4117a08943,16/02/2015,Non,Non,60,4,B,Homme,B,Satisfait,2457,Nice,43.6999233 7.2820611
a88c4eec-a7fb-414e-9ef0-2da04f8f7404,10/02/2015,Non,Non,53,1,B,Femme,B,Satisfait,4237,Nantes,47.2237972 -1.6324407
ebe108f9-c9fa-4d64-951d-b9afbbc4e3d6,18/02/2015,Non,Non,44,2,Aucun,Homme,A,,1044,Bordeaux,44.8538741 -0.5677843
085c6960-7e8c-46f1-9ee4-3db0c2c2a97c,31/01/2015,Non,Non,23,0,Aucun,Homme,Aucun,,,Marseilles,43.2928084 5.373598
76073de0-0967-4e21-ad34-b56c7b1974c8,28/01/2015,Non,Oui,65,4,B,Homme,Aucun,Satisfait,2739,Brest,48.3921232 -4.482863
8496a6d5-ec71-40b1-9604-b0594772f8f7,08/02/2015,Non,Non,24,0,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
fb3a6323-d2e5-4dec-8782-bcace1031739,27/01/2015,Non,Non,25,0,B,Femme,Aucun,Tres satisfait,2290,Lille,50.6338388 3.0616978
71c89925-ac23-4f97-979e-84abaf62b9cc,04/01/2015,Non,Non,33,2,B,Homme,B,Satisfait,3760,Brest,48.3921232 -4.482863
440f89b2-a5b7-45c2-90cd-a83a8e11388c,27/01/2015,Non,Non,44,2,A,Femme,B,Tres satisfait,3220,Bordeaux,44.8538741 -0.5677843
bb6b6794-44a7-47e1-93a2-abb0e9fe2598,19/02/2015,Non,Non,31,1,Aucun,Homme,Aucun,,,Lyon,45.7642761 4.8275658
014e6278-fbcf-4030-a5f6-806dffc6ebe7,10/01/2015,Non,Non,31,2,A,Femme,Aucun,Satisfait,5535,Nice,43.6999233 7.2820611
968bfe54-23d0-4a15-ba75-625c35c56a4f,30/01/2015,Non,Non,51,4,B,Femme,B,Satisfait,2494,Bordeaux,44.8538741 -0.5677843
e1e89351-eeba-4ce5-93b5-99022b7d7baa,26/01/2015,Non,Oui,63,2,Aucun,Homme,A,,664,Strasbourg,48.5817339 7.7491749
28483d2f-8e1c-4c29-9f5a-679ebc3016e4,12/02/2015,Non,Non,39,1,Aucun,Femme,Aucun,,3173,Lyon,45.7642761 4.8275658
d591c1f5-2d02-49c8-8496-c2ac7ea88d43,11/01/2015,Oui,Oui,48,0,Aucun,Homme,Aucun,,755,Caen,49.1872438 -0.3670671
74cbbfe3-6aa4-4b9e-8a90-966511745c58,12/02/2015,Non,Oui,36,2,B,Homme,Aucun,Satisfait,4476,Nice,43.6999233 7.2820611
e0a32dc7-79ec-471b-84d6-dbe257ce3442,07/01/2015,Non,Non,39,2,B,Femme,B,Satisfait,5540,Lille,50.6338388 3.0616978
3b1ffdbf-fefb-45a5-8f49-fc6843442959,06/02/2015,Non,Non,39,0,B,Femme,Aucun,Peu satisfait,4309,Paris,48.8711538 2.3030992
add31984-17f6-4760-b659-8cb6cb4f5c00,03/02/2015,Non,Non,37,1,B,Femme,B,Peu satisfait,3820,Nice,43.6999233 7.2820611
b4cfe48d-42ef-4375-a6f3-332b2d4ffaa1,27/02/2015,Non,Non,41,2,Aucun,Femme,Aucun,,2629,Nice,43.6999233 7.2820611
d1a6c699-13c0-4b33-abe6-e275f3f970e0,12/02/2015,Non,Non,21,0,A,Femme,Aucun,Tres satisfait,4659,Nice,43.6999233 7.2820611
a51253b2-d1aa-4c8e-b8d3-655d30411dd3,25/02/2015,Non,Non,56,1,B,Homme,Aucun,Tres satisfait,1693,Caen,49.1872438 -0.3670671
f6017dba-7b93-461d-be18-74afa510d14a,27/01/2015,Non,Non,74,0,Aucun,Femme,Aucun,,,Brest,48.3921232 -4.482863
c2755560-9fc6-41c6-a688-2772fd3bab6b,23/02/2015,Non,Non,49,0,B,Femme,B,Peu satisfait,2867,Marseilles,43.2928084 5.373598
85fd7ced-d52e-40cb-a831-90a5177df7d0,18/02/2015,Non,Non,55,2,Aucun,Femme,Aucun,,2882,Caen,49.1872438 -0.3670671
0ce37cf4-b725-4221-b78e-666afefb759e,20/02/2015,Non,Non,34,0,Aucun,Femme,Aucun,,2218,Brest,48.3921232 -4.482863
0c47ffec-87d7-4d3d-8ee9-7778b9ce6d63,26/02/2015,Oui,Non,36,2,B,Femme,Aucun,Satisfait,5104,Lille,50.6338388 3.0616978
40e78197-b314-4617-b15b-f01bc0679947,02/01/2015,Non,Non,28,2,B,Femme,Aucun,Insatisfait,2031,Bordeaux,44.8538741 -0.5677843
4aae0136-09c1-4120-a2ee-52d7487a89f9,12/02/2015,Non,Non,52,0,B,Homme,B,Satisfait,5605,Toulouse,43.6031363 1.4428025
a228d962-8f09-4feb-90db-a47b54e9a8b0,08/02/2015,Non,Non,61,1,B,Homme,A,Tres satisfait,3285,Nantes,47.2237972 -1.6324407
e2625dc1-5803-4bdb-a0ef-f3b59d2c8b82,09/02/2015,Non,Non,30,2,Aucun,Homme,A,,5112,Bordeaux,44.8538741 -0.5677843
8bedf454-cd35-4028-b9b4-13dff759494b,17/02/2015,Non,Non,60,2,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
fbd1aeed-3eaf-452a-bf07-ebaa8d084413,31/01/2015,Non,Non,45,0,Aucun,Femme,Aucun,,,Marseilles,43.2928084 5.373598
470c4fe4-0744-412d-bd5e-07283306e2d1,12/01/2015,Non,Oui,60,2,Aucun,Femme,A,,,Bordeaux,44.8538741 -0.5677843
32547e08-b488-471f-a5ec-a3902b6c5e61,13/02/2015,Non,Non,47,4,B,Femme,Aucun,Satisfait,2388,Bordeaux,44.8538741 -0.5677843
ec6df107-21b9-4431-8094-2dd7aae13951,12/01/2015,Non,Non,50,1,B,Femme,Aucun,Peu satisfait,2621,Marseilles,43.2928084 5.373598
d2b705b0-ef20-4d8a-b324-525ca905eb18,25/01/2015,Non,Non,50,1,B,Homme,Aucun,Satisfait,5302,Lille,50.6338388 3.0616978
4e323616-63d0-47a6-a874-c3dbd10e89ea,18/01/2015,Non,Non,31,0,B,Homme,Aucun,Peu satisfait,3055,Lille,50.6338388 3.0616978
feefa3d8-f69f-4033-b5f6-41381a5cf31e,28/01/2015,Non,Non,48,1,Aucun,Homme,Aucun,,1103,Strasbourg,48.5817339 7.7491749
1b81fc38-48e9-40a8-bfc9-35d44bb59d08,07/02/2015,Non,Non,35,1,Aucun,Homme,A,,,Nice,43.6999233 7.2820611
cac98462-94cb-41b6-912b-e1d2c7396d9e,27/02/2015,Oui,Non,61,0,Aucun,Homme,Aucun,,792,Nantes,47.2237972 -1.6324407
a27ea6e8-2f3d-47ab-abba-879b72ddb3de,10/01/2015,Non,Non,36,2,B,Femme,B,Tres satisfait,3973,Brest,48.3921232 -4.482863
fcb85964-b25e-4e16-9f1f-8ecfd99984ab,23/01/2015,Non,Oui,62,2,Aucun,Homme,Aucun,,611,Nice,43.6999233 7.2820611
f8fe0e5c-b462-4dea-adca-a2c04d0f42b1,23/01/2015,Non,Oui,32,0,B,Femme,B,Tres satisfait,2355,Nice,43.6999233 7.2820611
871b2b83-9e5c-4419-9f8c-98965528ffb7,31/01/2015,Non,Non,45,0,Aucun,Homme,Aucun,,4837,Paris,48.8711538 2.3030992
87f5cfd5-3b08-44e2-ab3e-0167aa71c336,09/02/2015,Non,Non,63,0,Aucun,Homme,B,,2084,Lille,50.6338388 3.0616978
4966c6e6-ad47-4db3-a249-f515d98d92d9,02/02/2015,Non,Non,59,3,Aucun,Homme,Aucun,,1248,Strasbourg,48.5817339 7.7491749
56863a2f-2579-42bc-88e7-fe54befa4685,03/01/2015,Non,Non,63,1,B,Homme,B,Peu satisfait,2157,Toulouse,43.6031363 1.4428025
b896ac84-1508-4c9e-ab44-1f51e7e41424,26/01/2015,Non,Non,27,1,Aucun,Homme,B,,3512,Lyon,45.7642761 4.8275658
9c05a055-07c7-4ad9-a4c1-0d9ea767b747,05/01/2015,Non,Oui,71,0,Aucun,Homme,Aucun,,834,Strasbourg,48.5817339 7.7491749
7352593f-f305-4952-9ec9-3e71c66a0788,23/02/2015,Non,Non,53,2,A,Homme,Aucun,Tres satisfait,5800,Toulouse,43.6031363 1.4428025
2d4c599c-bc02-4aa1-a1ca-d2ec29067eed,24/01/2015,Non,Non,41,2,B,Femme,Aucun,Satisfait,3387,Paris,48.8711538 2.3030992
c7d6df06-8aa0-480f-a73f-bf6eaeeb769d,23/02/2015,Non,Non,41,3,B,Homme,Aucun,Insatisfait,4531,Paris,48.8711538 2.3030992
0873aea7-539a-4475-804a-021e3f285655,07/01/2015,Non,Non,49,2,B,Homme,Aucun,Insatisfait,4834,Nantes,47.2237972 -1.6324407
b0c72201-f318-4ec5-94b4-1aa43265c589,16/02/2015,Non,Non,18,0,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
ce86cfc8-3196-47d1-8276-21ea9b0a1352,30/01/2015,Oui,Non,36,1,Aucun,Femme,Aucun,,,Paris,48.8711538 2.3030992
603371e5-a8a3-4e5b-bcad-2223f933e4b1,23/01/2015,Non,Non,48,2,Aucun,Homme,Aucun,,2897,Lille,50.6338388 3.0616978
042a98bc-91d1-4c39-9eff-24022bc562d3,14/01/2015,Oui,Non,54,1,Aucun,Homme,Aucun,,793,Bordeaux,44.8538741 -0.5677843
5f4056b3-bcd3-446c-85e5-6d98c8318c0b,09/01/2015,Non,Non,25,0,B,Femme,B,Tres satisfait,1912,Lille,50.6338388 3.0616978
3c4f1c0f-1d01-44a7-b124-80907c50dfd5,18/02/2015,Oui,Oui,31,1,Aucun,Homme,A,,1220,Toulouse,43.6031363 1.4428025
53e7ec70-8ffb-45d5-9dc0-340139c5ebdc,07/01/2015,Non,Non,55,0,Aucun,Femme,Aucun,,915,Lille,50.6338388 3.0616978
29ed570a-a79f-427b-9420-2421c97855b2,15/02/2015,Non,Non,42,0,Aucun,Homme,Aucun,,,Caen,49.1872438 -0.3670671
e9535713-e845-4a0f-8f9d-379ca18e6462,05/02/2015,Non,Non,31,0,Aucun,Femme,Aucun,,1224,Bordeaux,44.8538741 -0.5677843
bff77890-9ec3-442d-b538-7b60efe7b2e6,22/02/2015,Non,Non,37,0,A,Femme,A,Tres satisfait,4903,Paris,48.8711538 2.3030992
c8a49edd-7fdd-4114-a9c8-40f3333f07e0,06/01/2015,Non,Non,53,2,B,Homme,B,Satisfait,3671,Caen,49.1872438 -0.3670671
17453703-0821-4903-8448-dcbfbde42d7b,10/01/2015,Non,Non,23,0,Aucun,Homme,Aucun,,4798,Montpellier,43.6103604 3.8764686
1f2093dc-1ded-4dc7-a37a-d694fc57d995,23/02/2015,Non,Non,24,0,B,Homme,B,Satisfait,2306,Bordeaux,44.8538741 -0.5677843
f385755e-3254-4e83-a58c-2e5c8ea962c9,18/02/2015,Non,Non,46,2,Aucun,Femme,Aucun,,,Paris,48.8711538 2.3030992
8643b996-959f-44e0-871f-198c80f9cd88,19/01/2015,Non,Oui,39,2,B,Homme,B,Peu satisfait,2100,Marseilles,43.2928084 5.373598
16317a2a-c927-4322-8da8-e16c2ca799cb,06/02/2015,Non,Oui,59,1,B,Femme,B,Insatisfait,2587,Lille,50.6338388 3.0616978
33487e9c-a6ac-4ac6-beb0-7b56eac278ec,15/01/2015,Non,Non,54,1,B,Femme,A,Satisfait,1620,Marseilles,43.2928084 5.373598
27c9be88-a69a-41d9-8afd-ddf8c4d7f04f,18/01/2015,Non,Non,26,2,A,Femme,B,Tres satisfait,4565,Paris,48.8711538 2.3030992
7f2dca87-40c2-41e6-a5e9-b40c6c5a97ee,10/01/2015,Non,Oui,44,3,B,Homme,Aucun,Peu satisfait,1629,Bordeaux,44.8538741 -0.5677843
852c7083-b85b-441b-8f89-5fc603e1e00e,13/02/2015,Oui,Non,24,0,B,Homme,B,Peu satisfait,1811,Nice,43.6999233 7.2820611
ae115afe-f2d7-42e8-8280-b8e3869fd4e4,12/02/2015,Non,Non,75,0,Aucun,Homme,A,,,Montpellier,43.6103604 3.8764686
92a3b493-eedc-4060-9fe4-5492c9d8e1a5,13/02/2015,Non,Non,27,0,Aucun,Homme,A,,2198,Bordeaux,44.8538741 -0.5677843
0cccaf56-b7c7-494b-8488-2fd206533cce,16/01/2015,Non,Non,56,1,A,Femme,B,Tres satisfait,5407,Nantes,47.2237972 -1.6324407
54c5f653-9fcc-4e42-a258-be7b6690d6fd,20/01/2015,Non,Non,63,2,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
c96ec2c4-2527-4f18-8eae-6fa4ede2f2ba,26/02/2015,Non,Non,47,2,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
63aa47b1-be31-4506-9b25-b8063822fec3,10/01/2015,Non,Non,30,2,A,Femme,A,Tres satisfait,5358,Toulouse,43.6031363 1.4428025
9021e005-954f-49c5-94d5-00754d12dba4,28/01/2015,Oui,Non,72,0,Aucun,Homme,A,,1427,Nice,43.6999233 7.2820611
c166450b-0d13-496a-818b-7534fb5c7082,27/02/2015,Non,Non,45,2,A,Femme,Aucun,Tres satisfait,3140,Lille,50.6338388 3.0616978
8f61fa1e-3b56-4a5b-b7bf-8f19a94d57be,24/01/2015,Non,Non,40,1,Aucun,Homme,Aucun,,2772,Montpellier,43.6103604 3.8764686
f623c7ad-d3ec-4465-b038-08c1d98d5c22,10/02/2015,Non,Non,42,2,Aucun,Femme,A,,2553,Lyon,45.7642761 4.8275658
8608e5c3-a1f1-4957-af9f-fffec9c99cd8,07/01/2015,Non,Non,45,0,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
9ebd1772-1f58-48e3-8f57-d7bc737237d5,07/02/2015,Non,Non,48,1,Aucun,Homme,A,,1229,Paris,48.8711538 2.3030992
3dd1ab5e-1e11-42c0-a454-a61d52470b2c,19/01/2015,Non,Non,30,0,Aucun,Femme,Aucun,,,Caen,49.1872438 -0.3670671
ed54c147-3662-4df0-9f1b-14c2f001353a,07/01/2015,Non,Non,43,1,B,Femme,Aucun,Satisfait,3904,Nantes,47.2237972 -1.6324407
c7fad921-a498-4fe8-8cbc-c7ee621349de,18/01/2015,Non,Non,55,1,Aucun,Homme,Aucun,,,Caen,49.1872438 -0.3670671
f73dd214-8d85-4095-817b-16a3a4625814,17/01/2015,Non,Non,34,3,B,Femme,Aucun,Satisfait,3450,Marseilles,43.2928084 5.373598
73b69614-9a63-4905-a193-0ca29c38ba44,09/01/2015,Non,Non,51,2,A,Femme,Aucun,Tres satisfait,3822,Nantes,47.2237972 -1.6324407
570835ec-ec7a-4427-84df-1ef4c5fc3dee,18/01/2015,Non,Non,48,0,Aucun,Homme,Aucun,,2848,Lille,50.6338388 3.0616978
