motif_contact,mode_contact,domaine,date_creation_affaire,delai_traitement,tranche_age,genre,annee_adhesion,situation_familiale,region_anterieure,region_nouvelle,gamme,libelle_gamme,offre,libelle_offre,formule,libelle_formule,t_centre3,fonctionevo,cible,vague,Recommandation,Premier contact MGEN ?,Votre interlocuteur vous a-t-il semblé tout mettre en œuvre pour répondre à votre demande?,réponse claire,réponse appropriée,réponse complète,Satisfaction globale
Demande d'informations et d'explications,Email entrant,18- Environnement  MGEN/Sections départementales,3/4/2016,0,65 ans et +,Féminin,1993,Marié(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,8,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Démission  volontaire,Email entrant,02- Gestion du dossier RC/Résiliation,3/1/2016,1,55-64 ans,Féminin,2000,Séparé(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,2,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réception de documents,Courrier entrant,07- Hospitalisation  et soins coûteux/Soins coûteux,3/1/2016,0,55-64 ans,Féminin,2008,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Courrier,201610,6,Oui,,Oui tout à fait,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,01- Gestion du dossier RO/Sesam Vitale,3/1/2016,0,45-54 ans,Masculin,2001,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Téléphone,201610,9,Non,Oui tout à fait,Oui tout à fait,Oui plutôt,Oui plutôt,Plutôt satisfait
Réclamations particuliers,Accueil physique,04- Cotisations/Calcul de la cotisation,2/8/2016,22,35-44 ans,Masculin,2015,Concubin(e),PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Réclamation,201610,,,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Appel Entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",2/29/2016,0,65 ans et +,Masculin,1962,Marié(e),ALSACE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,,,Téléphone,201610,4,Non,Non plutôt pas,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Réclamations particuliers,Courrier Reçu,06- Santé/Vaccins,2/17/2016,12,35-44 ans,Masculin,2004,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,21 - Internet/Gestion du mot de passe,2/25/2016,6,65 ans et +,Féminin,1972,Célibataire,RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,Centres d'Appels,Technicien prestations services centre d'appels,Téléphone,201610,3,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Moyennement satisfait
Réception de documents,Courrier entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,2/15/2016,18,55-64 ans,Féminin,2006,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Courrier,201610,2,Non,,Non plutôt pas,Non plutôt pas,Non pas du tout,Pas du tout satisfait
Réclamations particuliers,Accueil physique,04- Cotisations/Reversement,2/9/2016,20,45-54 ans,Masculin,1994,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,,,,,,,Sections départementales,Responsable d'équipe réseau,Réclamation,201610,,,,Oui tout à fait,Oui plutôt,Oui tout à fait,Plutôt satisfait
Demande de modifications,Courrier entrant,03- Gestion des coordonnées personnes/Domiciliation bancaire,3/1/2016,0,25-34 ans,Féminin,2011,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201610,8,Oui,,Oui plutôt,Oui tout à fait,Oui plutôt,Plutôt satisfait
Proposition de prestations ou de services,Accueil physique,15- Offres complémentaires/Sollicitudes,1/8/2015,420,65 ans et +,Masculin,1980,Marié(e),ALSACE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201610,5,Non,Non plutôt pas,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
Réclamations particuliers,Courrier Reçu,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,2/23/2016,8,65 ans et +,Féminin,1970,Marié(e),PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Réclamation,201610,,,,,,,Pas du tout satisfait
Demande de documents,Email entrant,06- Santé/Soins à l'étranger,2/19/2016,12,35-44 ans,Féminin,2006,Pacsé(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,5,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Pas du tout satisfait
Demande d'informations et d'explications,Courrier entrant,01- Gestion du dossier RO/Sesam Vitale,3/2/2016,0,55-64 ans,Féminin,1972,Marié(e),,,,,,,,,,,Courrier,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/2/2016,5,35-44 ans,Féminin,1978,Concubin(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,8,Non,,Oui tout à fait,Oui plutôt,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,02- Gestion du dossier RC/Droits,3/4/2016,0,55-64 ans,Féminin,1990,Célibataire,RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,Centres d'Appels,Téléconseiller Spécialiste,Téléphone,201610,7,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,06- Santé/Actes médicaux courants,2/15/2016,15,25-34 ans,Féminin,2016,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,,,,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/2/2016,1,45-54 ans,Masculin,1993,Célibataire,PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Mail,201610,8,Non,,Oui plutôt,Non pas du tout,Non plutôt pas,Moyennement satisfait
Réception de documents,Courrier entrant,03- Gestion des coordonnées personnes/Domiciliation bancaire,3/4/2016,0,25-34 ans,Féminin,2008,Pacsé(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,,,Courrier,201610,6,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Réception de documents,Courrier entrant,13- Prévoyance/Orphelinat,2/29/2016,0,25-34 ans,Masculin,1978,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Courrier,201610,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Résiliation,3/2/2016,0,45-54 ans,Féminin,1989,Divorcé(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,,,Mail,201610,5,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande de documents,Accueil physique,04- Cotisations/Appel de cotisations,2/26/2016,5,55-64 ans,Féminin,1984,Divorcé(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,,,,,,,Sections départementales,Conseiller mutualiste,Accueil physique,201610,5,Non,Non plutôt pas,Oui plutôt,Non plutôt pas,Non plutôt pas,Peu satisfait
Réception de documents,Courrier entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,2/29/2016,0,35-44 ans,Féminin,2000,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Courrier,201610,6,Non,,Oui plutôt,Oui plutôt,Oui plutôt,Moyennement satisfait
Réception de documents,Accueil physique,01- Gestion du dossier RO/Sesam Vitale,2/16/2016,13,65 ans et +,Féminin,1969,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Accueil physique,201610,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Réclamations particuliers,Courrier Reçu,06- Santé/Actes médicaux courants,2/9/2016,24,65 ans et +,Féminin,1969,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Réclamation,201610,,,,,,,Peu satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/1/2016,0,65 ans et +,Féminin,1972,Divorcé(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/4/2016,0,45-54 ans,Féminin,2016,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,,,,,,,,,Mail,201610,5,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Appel Entrant,02- Gestion du dossier RC/Droits,3/1/2016,0,65 ans et +,Féminin,2009,Veuf/veuve,LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Centres d'Appels,Téléconseiller,Téléphone,201610,10,Oui,Oui plutôt,Oui plutôt,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Accidents,3/3/2016,0,25-34 ans,Féminin,1984,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Téléphone,201610,7,Non,Non plutôt pas,Oui plutôt,Oui plutôt,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Accueil physique,11- Aides au logement/Assurance emprunteurs (ITT/AERAS),3/3/2016,1,45-54 ans,Féminin,1993,Concubin(e),BOURGOGNE,BOURGOGNE-FRANCHE-COMTE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Accueil physique,201610,7,Oui,Oui tout à fait,Oui plutôt,Oui plutôt,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,18- Environnement  MGEN/Sections départementales,2/29/2016,1,65 ans et +,Féminin,1972,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Mail,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",3/3/2016,0,65 ans et +,Masculin,1963,Séparé(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Téléphone,201610,5,Non,Non pas du tout,Non plutôt pas,Non pas du tout,Non pas du tout,Pas du tout satisfait
Réclamations particuliers,Appel entrant,06- Santé/Cures thermales,2/15/2016,16,55-64 ans,Féminin,1997,Divorcé(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Non plutôt pas,Non plutôt pas,Non pas du tout,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/2/2016,0,55-64 ans,Masculin,1973,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,,,,,,,,,Téléphone,201610,8,Oui,Oui tout à fait,Oui tout à fait,Oui plutôt,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/1/2016,3,35-44 ans,Féminin,2007,Marié(e),LIMOUSIN,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Mail,201610,3,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,3/1/2016,2,65 ans et +,Masculin,2007,Célibataire,AUVERGNE,AUVERGNE-RHONE-ALPES,,,,,,,,,Mail,201610,5,Non,,Oui plutôt,Non plutôt pas,Non plutôt pas,Peu satisfait
Réclamations particuliers,Espace mutuel,06- Santé/Prise en charge,3/2/2016,2,45-54 ans,Féminin,1997,Divorcé(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Réclamation,201610,,,,,,,Pas du tout satisfait
Réclamations particuliers,Appel entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",2/11/2016,22,65 ans et +,Féminin,1962,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,Centres de Gestion,Technicien prestations services centre de gestion,Réclamation,201610,,,,Non pas du tout,Non pas du tout,Non pas du tout,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Frais de Transports,3/4/2016,0,45-54 ans,Masculin,2011,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Téléphone,201610,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Courrier entrant,04- Cotisations/Calcul de la cotisation,3/1/2016,0,35-44 ans,Féminin,2004,Concubin(e),,,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201610,5,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Réception de documents,Accueil physique,10- Allocations et indemnités/Allocations journalières RC MGEN,3/2/2016,0,25-34 ans,Féminin,2006,Célibataire,LIMOUSIN,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,Sections départementales,Spécialiste prestations services réseau,Accueil physique,201610,7,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,2/10/2016,19,45-54 ans,Masculin,1997,Concubin(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Mail,201610,7,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,16- Etablissements  de santé/Centres de santé,3/4/2016,0,55-64 ans,Féminin,1992,Séparé(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Téléphone,201610,6,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,07- Hospitalisation  et soins coûteux/Soins coûteux,3/2/2016,1,35-44 ans,Féminin,2003,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,,,Mail,201610,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,04- Cotisations/Calcul de la cotisation,3/4/2016,0,55-64 ans,Féminin,1972,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,Centres d'Appels,Technicien prestations services centre d'appels,Téléphone,201610,7,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Accueil physique,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",3/1/2016,1,55-64 ans,Féminin,1993,Célibataire,CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Accueil physique,201610,5,Oui,Oui plutôt,Non plutôt pas,Oui plutôt,Oui plutôt,Moyennement satisfait
Réception de documents,Courrier entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,3/2/2016,0,55-64 ans,Féminin,1994,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Sections départementales,Spécialiste prestations services réseau,Courrier,201610,9,Oui,,Oui plutôt,Oui plutôt,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",2/29/2016,0,45-54 ans,Féminin,1982,Marié(e),ALSACE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,Centres d'Appels,Téléconseiller Spécialiste,Téléphone,201610,2,Non,Oui tout à fait,Non plutôt pas,Non plutôt pas,Non plutôt pas,Pas du tout satisfait
Réception de documents,Accueil physique,10- Allocations et indemnités/Allocations journalières RC MGEN,2/29/2016,0,45-54 ans,Féminin,2000,Célibataire,CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,Sections départementales,Spécialiste prestations services réseau,Accueil physique,201610,4,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,04- Cotisations/Calcul de la cotisation,3/2/2016,0,55-64 ans,Féminin,1974,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,21 - Internet/Gestion du mot de passe,3/1/2016,0,65 ans et +,Masculin,1960,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Centres d'Appels,Téléconseiller,Téléphone,201610,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,04- Cotisations/Appel de cotisations,2/18/2016,11,65 ans et +,Féminin,1972,Marié(e),,,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Réclamation,201610,,,,Oui plutôt,Oui plutôt,Oui plutôt,Peu satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Implants,3/1/2016,0,65 ans et +,Féminin,1959,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,9,Oui,,Oui plutôt,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers urgentes,Email entrant,01- Gestion du dossier RO/Exonération ticket modérateur,3/3/2016,1,65 ans et +,Féminin,1959,Marié(e),PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,,,,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,3/1/2016,1,18-24 ans,Féminin,1992,Célibataire,CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,,,Mail,201610,8,Oui,,Oui tout à fait,Oui plutôt,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",2/29/2016,0,65 ans et +,Féminin,1965,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,,,Téléphone,201610,2,Non,Non pas du tout,Oui plutôt,Non plutôt pas,Non pas du tout,Peu satisfait
Réclamations particuliers urgentes,Appel entrant,11- Aides au logement/Assurance emprunteurs (ITT/AERAS),2/25/2016,4,35-44 ans,Féminin,2001,Pacsé(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Non plutôt pas,Oui tout à fait,Oui plutôt,Peu satisfait
Demande d'informations et d'explications,Email entrant,01- Gestion du dossier RO/Créances PF et franchises,3/2/2016,1,65 ans et +,Féminin,1967,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Mail,201610,9,Non,,Non plutôt pas,Non pas du tout,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,04- Cotisations/Appel de cotisations,3/3/2016,0,45-54 ans,Féminin,2006,Marié(e),BRETAGNE,BRETAGNE,,,,,,,,,Téléphone,201610,3,Non,Non plutôt pas,Non plutôt pas,Non pas du tout,Non plutôt pas,Pas du tout satisfait
Demande d'informations et d'explications,Appel Entrant,15- Offres complémentaires/Sollicitudes,3/3/2016,1,65 ans et +,Masculin,1969,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,Sections départementales,Conseiller mutualiste,Téléphone,201610,1,Non,Oui tout à fait,Oui plutôt,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande de documents,Appel Entrant,01- Gestion du dossier RO/Sesam Vitale,3/3/2016,0,65 ans et +,Féminin,1961,Marié(e),LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres d'Appels,Téléconseiller,Téléphone,201610,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Accueil physique,07- Hospitalisation  et soins coûteux/Hospitalisation,3/3/2016,0,65 ans et +,Masculin,1971,Marié(e),AUVERGNE,AUVERGNE-RHONE-ALPES,,,,,,,Sections départementales,Spécialiste prestations services réseau,Accueil physique,201610,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui plutôt,Très satisfait
Demande de modifications,Courrier entrant,04- Cotisations/Echéancier,3/1/2016,0,55-64 ans,Féminin,1997,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/2/2016,0,65 ans et +,Masculin,1970,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Mail,201610,10,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Moyennement satisfait
